Date,Away Team,Away Score,Home Team,Home Score,Location
10/02/1889,Exeter,0,Harvard,28,
10/02/1889,Williams,0,Yale,36,
10/03/1889,Philadelphia All-Stars,6,Pennsylvania,30,
10/05/1889,Bucknell,0,Cornell,66,
10/05/1889,Columbia,0,Crescent A.C.,30,"@ Staten Island, NY"
10/05/1889,Lehigh,0,Princeton,16,
10/05/1889,Stevens,4,Harvard,28,
10/05/1889,Swarthmore,0,Pennsylvania,82,
10/05/1889,Wesleyan,2,Trinity (Connecticut),4,
10/05/1889,Williams,10,Amherst,10,
10/09/1889,Dartmouth,0,Harvard,38,
10/09/1889,Lafayette,10,Columbia,10,
10/09/1889,Yale,63,Wesleyan,5,
10/11/1889,Bucknell,4,Dickinson,20,
10/12/1889,Columbia,4,Trinity (Connecticut),24,
10/12/1889,Dartmouth,45,Andover,4,
10/12/1889,Lafayette,0,Cornell,10,
10/12/1889,M.I.T.,0,Harvard,62,
10/12/1889,Millersville,0,Franklin & Marshall,60,
10/12/1889,Pennsylvania,4,Rutgers,0,
10/12/1889,Princeton,16,Lehigh,4,
10/12/1889,Stevens,0,Orange A.C.,6,
10/12/1889,Union (New York),0,Williams,130,
10/15/1889,Cornell,6,Yale,56,
10/16/1889,Amherst,0,Wesleyan,39,
10/16/1889,Lafayette,16,Rutgers,0,
10/16/1889,Lehigh,60,Haverford,0,
10/16/1889,Williams,0,Harvard,41,
10/19/1889,Amherst,0,Yale,42,
10/19/1889,Andover,0,Harvard,41,
10/19/1889,Bucknell,12,Franklin & Marshall,12,
10/19/1889,Dartmouth,34,Exeter,0,
10/19/1889,Dickinson,17,Swarthmore,16,
10/19/1889,Lehigh,4,Pennsylvania,6,
10/19/1889,M.I.T.,48,Brown,0,
10/19/1889,Rochester,0,Cornell,124,
10/19/1889,Rutgers,4,Wesleyan,58,
10/19/1889,Stevens,0,Princeton,49,
10/19/1889,Trinity (Connecticut),0,Boston A.C.,0,
10/19/1889,Vermont,0,Williams,44,
10/24/1889,Yale,64,Trinity (Connecticut),0,
10/26/1889,Dartmouth,20,Andover,4,
10/26/1889,Franklin & Marshall,16,Bucknell,0,
10/26/1889,M.I.T.,10,Amherst,9,
10/26/1889,Princeton,72,Pennsylvania,4,
10/26/1889,Swarthmore,6,Penn State,20,
10/26/1889,Wesleyan,0,Harvard,64,
10/26/1889,Yale,62,Columbia,0,
10/30/1889,Franklin & Marshall,0,Dickinson,10,
10/30/1889,Lafayette,10,Lehigh,16,
10/30/1889,Wesleyan,20,Williams,17,
10/30/1889,Yale,20,Pennsylvania,10,
10/31/1889,Stevens,0,Yale,30,"@ Bronx, NY"
11/01/1889,Ridgefield A.C.,0,Rutgers,18,
11/02/1889,Amherst,6,Dartmouth,60,
11/02/1889,Bucknell,8,Swarthmore,0,
11/02/1889,Columbia,6,Lehigh,51,
11/02/1889,Haverford,0,Dickinson,28,
11/02/1889,Pennsylvania,0,Harvard,35,
11/02/1889,Princeton,98,Wesleyan,0,
11/02/1889,Stevens,4,Cornell,39,
11/02/1889,Trinity (Connecticut),18,Vermont,6,
11/05/1889,Yale,5,Crescent A.C.,0,"@ Brooklyn, NY"
11/06/1889,Pennsylvania,8,Lafayette,10,
11/06/1889,Princeton,71,Columbia,0,
11/09/1889,Dartmouth,20,Williams,9,
11/09/1889,Dickinson,0,Navy,0,
11/09/1889,Franklin & Marshall,22,Swarthmore,4,
11/09/1889,Harvard,67,Wesleyan,2,
11/09/1889,Penn State,0,Lafayette,26,
11/09/1889,Pennsylvania,24,Columbia,0,
11/09/1889,Rochester,0,Amherst,72,
11/09/1889,Stevens,10,M.I.T.,16,
11/09/1889,Yale,70,Cornell,0,
11/11/1889,Penn State,0,Lehigh,106,
11/12/1889,Yale,32,Amherst,0,
11/13/1889,Trinity (Connecticut),0,Wesleyan,6,
11/13/1889,Yale,70,Williams,0,
11/14/1889,Columbia,12,Stevens,6,
11/16/1889,Amherst,64,Williston,0,
11/16/1889,Haverford,10,Swarthmore,4,
11/16/1889,Lehigh,6,Lafayette,6,
11/16/1889,M.I.T.,6,Dartmouth,42,
11/16/1889,Princeton,41,Harvard,15,
11/16/1889,Rutgers,0,Pennsylvania,14,
11/16/1889,Stevens,0,Trinity (Connecticut),12,
11/16/1889,Wesleyan,0,Yale,52,"@ New York, NY"
11/16/1889,Williams,30,Vermont,0,
11/20/1889,Amherst,12,Stevens,5,
11/20/1889,Manhattan A.C.,0,Columbia,22,
11/20/1889,Pennsylvania,0,Lehigh,8,
11/20/1889,Yale,18,Crescent A.C.,0,
11/23/1889,Columbia,0,Amherst,0,
11/23/1889,Fordham,0,Franklin & Marshall,56,
11/23/1889,Lafayette,0,Pennsylvania,14,
11/23/1889,Lehigh,11,Wesleyan,11,
11/23/1889,Michigan,0,Cornell,66,"@ Buffalo, NY"
11/23/1889,Orange A.C.,6,Princeton,54,
11/23/1889,Rochester,0,Trinity (Connecticut),72,
11/23/1889,Swarthmore Alumni,0,Swarthmore,16,
11/23/1889,Williams,18,M.I.T.,6,
11/23/1889,Yale,6,Harvard,0,"@ Springfield, MA"
11/25/1889,Bucknell,0,Penn State,12,
11/26/1889,Cornell,20,Columbia,0,
11/28/1889,Dartmouth,18,Stevens,5,
11/28/1889,Dickinson,0,Franklin & Marshall,22,
11/28/1889,Lafayette,0,Cornell,24,"@ Syracuse, NY"
11/28/1889,Lehigh,26,Navy,6,
11/28/1889,Princeton,10,Yale,0,"@ New York, NY"
11/28/1889,Wesleyan,10,Pennsylvania,2,"@ New York, NY"
11/30/1889,Lehigh,40,Johns Hopkins,0,
11/30/1889,Princeton,57,Columbia A.C.,0,
12/02/1889,Lehigh,24,Virginia,12,
10/01/1890,Amherst,12,Trinity (Connecticut),11,
10/01/1890,Dickinson,0,Lafayette,52,
10/01/1890,Franklin & Marshall,16,Princeton,33,
10/01/1890,Pennsylvania,10,Swarthmore,0,
10/01/1890,Rochester,0,Cornell,98,
10/01/1890,Wesleyan,0,Yale,8,
10/04/1890,Amherst,0,Williams,6,
10/04/1890,Andover,5,Dartmouth,10,
10/04/1890,Bucknell,0,Lafayette,0,
10/04/1890,Columbia,0,Orange A.C.,21,
10/04/1890,Cornell,32,Union (New York),0,
10/04/1890,Exeter,0,Harvard,41,
10/04/1890,Rutgers,4,Pennsylvania,16,
10/04/1890,Swarthmore,0,Lehigh,50,
10/04/1890,Trinity (Connecticut),5,Wesleyan,12,
10/04/1890,Yale,18,Crescent A.C.,6,"@ Brooklyn, NY"
10/08/1890,Cornell,8,Williams,18,
10/08/1890,Dartmouth,0,Harvard,43,
10/08/1890,Rutgers,0,Princeton,27,
10/08/1890,Trinity (Connecticut),0,Amherst,0,
10/08/1890,Yale,34,Wesleyan,0,
10/11/1890,Amherst,6,Harvard,74,
10/11/1890,Lafayette,10,Franklin & Marshall,18,
10/11/1890,Lehigh,0,Yale,26,
10/11/1890,Penn State,0,Pennsylvania,20,
10/11/1890,Princeton,0,Orange A.C.,0,
10/11/1890,Ridgefield A.C.,0,Williams,40,
10/11/1890,Vermont,0,Dartmouth,71,
10/12/1890,Penn State,0,Franklin & Marshall,10,
10/13/1890,Williams,0,Harvard,38,
10/15/1890,Pennsylvania,0,Princeton,18,
10/15/1890,Trinity (Connecticut),0,Yale,40,
10/15/1890,Troy Laureates,0,Williams,42,
10/17/1890,Bucknell,12,Dickinson,0,
10/18/1890,Cornell,26,Trinity (Connecticut),0,
10/18/1890,Dartmouth,0,Harvard,64,
10/18/1890,Lehigh,0,Pennsylvania,8,
10/18/1890,Princeton,12,Crescent A.C.,0,"@ Brooklyn, NY"
10/18/1890,Rutgers,30,New York A.C.,0,
10/18/1890,Wesleyan,4,Columbia,0,"@ New York, NY"
10/18/1890,Williams,50,Bowdoin,0,
10/18/1890,Yale,16,Orange A.C.,0,neutral
10/21/1890,Franklin & Marshall,22,Bucknell,6,
10/22/1890,Bowdoin,0,Harvard,54,
10/22/1890,Lafayette,6,Princeton,26,
10/22/1890,Pennsylvania,18,Columbia,0,"@ New York, NY"
10/22/1890,Wesleyan,8,Amherst,6,
10/22/1890,Williams,0,Yale,36,
10/25/1890,Dartmouth,10,Andover,0,
10/25/1890,Franklin & Marshall,0,Pennsylvania,28,
10/25/1890,Lehigh,0,Princeton,50,
10/25/1890,Rutgers,6,Orange A.C.,4,
10/25/1890,Swarthmore,0,Dickinson,8,
10/25/1890,Wesleyan,0,Harvard,55,
10/25/1890,Williams,28,Trinity (Connecticut),0,
10/25/1890,Yale,12,Amherst,0,
10/29/1890,Cornell,0,Amherst,18,
10/29/1890,Dickinson,6,Haverford,0,
10/29/1890,Princeton,60,Columbia A.C.,0,
10/30/1890,Fordham,0,Columbia,40,"@ New York, NY"
10/31/1890,Pennsylvania,72,Virginia,0,"@ Washington, DC"
11/01/1890,Amherst,38,M.I.T.,4,
11/01/1890,Bowdoin,0,Dartmouth,42,
11/01/1890,Columbia,0,Crescent A.C.,29,"@ Brooklyn, NY"
11/01/1890,Cornell,0,Harvard,77,
11/01/1890,Franklin & Marshall,10,Dickinson,9,
11/01/1890,Lehigh,30,Lafayette,0,
11/01/1890,Princeton,115,Virginia,0,"@ Baltimore, MD"
11/01/1890,Trinity (Connecticut),30,Massachusetts,0,
11/01/1890,Wesleyan,0,Yale,76,
11/04/1890,Amherst,52,Massachusetts,0,
11/04/1890,Lehigh,4,Rutgers,2,
11/04/1890,Princeton,85,Columbia,0,"@ New York, NY"
11/04/1890,Yale,52,Crescent A.C.,0,"@ Brooklyn, NY"
11/05/1890,Cornell,2,Wesleyan,4,
11/05/1890,Schuylkill Navy,10,Pennsylvania,34,
11/08/1890,Brown,16,Trinity (Connecticut),20,
11/08/1890,Bucknell,0,Cornell,26,
11/08/1890,Dartmouth,0,Amherst,4,
11/08/1890,Dickinson,6,Navy,32,
11/08/1890,Lehigh A.C.,6,Lehigh,60,
11/08/1890,M.I.T.,0,Williams,36,
11/08/1890,Millersville,0,Franklin & Marshall,38,
11/08/1890,Orange A.C.,0,Harvard,33,
11/08/1890,Pennsylvania,0,Princeton,6,
11/08/1890,Randolph-Macon,0,Virginia,136,
11/08/1890,Rutgers,0,Yale,70,
11/10/1890,Dickinson,10,Virginia,14,"@ Washington, DC"
11/11/1890,Crescent A.C.,0,Rutgers,68,
11/11/1890,Dickinson,0,Columbia A.C.,6,
11/14/1890,New York University,0,Rutgers,62,
11/15/1890,Cornell,20,Michigan,5,
11/15/1890,Dartmouth,0,Williams,6,
11/15/1890,Dickinson,12,Haverford,0,
11/15/1890,Gettysburg,0,Franklin & Marshall,68,
11/15/1890,Harvard,64,Amherst,0,
11/15/1890,Lafayette,6,Lehigh,66,
11/15/1890,Pennsylvania,0,Yale,60,
11/15/1890,Rutgers,6,Columbia,6,"@ New York, NY"
11/15/1890,Virginia,46,Washington & Lee,0,
11/15/1890,Wesleyan,4,Princeton,46,"@ Brooklyn, NY"
11/21/1890,Lafayette,6,Virginia,20,
11/22/1890,Brown,6,Wesleyan,34,
11/22/1890,Bucknell,10,Franklin & Marshall,12,
11/22/1890,Columbia,0,Cornell,36,
11/22/1890,Lafayette,20,Columbia A.C.,6,
11/22/1890,Manhattan A.C.,0,Rutgers,32,
11/22/1890,Pennsylvania,17,Lehigh,14,
11/22/1890,Williston,6,Amherst,48,
11/22/1890,Yale,6,Harvard,12,"@ Springfield, MA"
11/26/1890,Wesleyan,10,Pennsylvania,16,"@ New York, NY"
11/27/1890,Cornell,12,Chicago A.C.,8,
11/27/1890,Duke,4,Virginia,10,"@ Richmond, VA"
11/27/1890,Fordham,0,Franklin & Marshall,18,
11/27/1890,Lehigh,24,Navy,4,
11/27/1890,Princeton,0,Yale,32,"@ Brooklyn, NY"
12/06/1890,Fordham,4,Cornell,82,
12/13/1890,Pennsylvania,20,Rutgers,12,"@ New York, NY"
09/23/1891,Connecticut Literary,0,Springfield,46,
09/25/1891,Bucknell,16,Lafayette,10,
09/27/1891,Springfield,30,Andover,18,
09/29/1891,Bucknell,4,Lehigh,62,
09/30/1891,Brown,6,M.I.T.,4,
09/30/1891,Trinity (Connecticut),16,Springfield,14,
09/30/1891,Wesleyan,0,Yale,28,
10/02/1891,Penn State,14,Lafayette,4,
10/03/1891,Dartmouth,0,Harvard,16,
10/03/1891,New York A.C.,5,Stevens,6,
10/03/1891,Orange A.C.,0,Springfield,16,
10/03/1891,Penn State,2,Lehigh,24,
10/03/1891,Philadelphia All-Stars,0,Pennsylvania,4,
10/03/1891,Rutgers,0,Princeton,12,
10/03/1891,Syracuse,0,Cornell,68,
10/03/1891,Trinity (Connecticut),8,Brown,0,
10/03/1891,Williams,0,Amherst,0,
10/03/1891,Wyoming Seminary,0,Bucknell,32,
10/03/1891,Yale,26,Crescent A.C.,0,"@ Brooklyn, NY"
10/07/1891,Amherst,22,Andover,4,
10/07/1891,Exeter,0,Harvard,17,
10/07/1891,Princeton,18,Lehigh,0,
10/07/1891,Williams,42,Troy Laureates,0,
10/07/1891,Yale,36,Trinity (Connecticut),0,
10/08/1891,Schuylkill Navy,0,Pennsylvania,24,
10/10/1891,Amherst,0,Harvard,18,
10/10/1891,Berkeley A.C.,0,Columbia,32,
10/10/1891,Brown,18,Fall River,4,
10/10/1891,Bucknell,4,Cornell,0,
10/10/1891,Franklin & Marshall,0,Lehigh,22,
10/10/1891,Haverford,0,Pennsylvania,34,
10/10/1891,Princeton,28,Crescent A.C.,0,"@ Brooklyn, NY"
10/10/1891,Rutgers,6,Orange A.C.,10,
10/10/1891,Springfield,8,Wesleyan,12,
10/10/1891,Williams,0,Yale,46,neutral
10/13/1891,Rutgers,24,Schuylkill Navy,0,
10/14/1891,Amherst,14,Dartmouth,14,
10/14/1891,Lafayette,38,Haverford,0,
10/14/1891,Lehigh,0,Princeton,30,
10/14/1891,M.I.T.,0,Harvard,26,
10/14/1891,Manhattan A.C.,28,Columbia,0,
10/14/1891,Massachusetts,0,Trinity (Connecticut),16,
10/14/1891,New York University,0,Stevens,38,
10/14/1891,Springfield,0,Yale,28,
10/14/1891,Troy Laureates,0,Williams,46,
10/17/1891,Amherst,4,Springfield,18,
10/17/1891,Brown,0,Andover,26,
10/17/1891,Columbia,0,Crescent A.C.,42,"@ Brooklyn, NY"
10/17/1891,Penn State,44,Swarthmore,0,
10/17/1891,Pennsylvania,26,Orange A.C.,0,
10/17/1891,Princeton,44,Franklin & Marshall,0,
10/17/1891,Rutgers,0,Lehigh,22,
10/17/1891,Stevens,0,Cornell,72,
10/17/1891,Wesleyan,0,Trinity (Connecticut),4,
10/17/1891,Williams,0,Harvard,26,
10/20/1891,Princeton,24,Lafayette,0,
10/21/1891,Columbia,0,Stevens,52,
10/21/1891,Harvard,76,Andover,0,
10/21/1891,Massachusetts,0,Amherst,44,
10/21/1891,Rutgers,6,Pennsylvania,32,
10/21/1891,Trinity (Connecticut),22,M.I.T.,0,
10/24/1891,Amherst,0,Harvard,39,
10/24/1891,Brown,18,Bowdoin,22,
10/24/1891,Dartmouth,6,Williams,14,
10/24/1891,Fordham,6,Army,10,
10/24/1891,Johns Hopkins,0,Dickinson,52,
10/24/1891,Lafayette,0,Cornell,30,
10/24/1891,New York A.C.,0,Princeton,28,
10/24/1891,Penn State,26,Franklin & Marshall,6,
10/24/1891,Pennsylvania,42,Lehigh,0,
10/24/1891,Springfield,30,Massachusetts,0,
10/24/1891,St. John's (Maryland),6,Navy,28,
10/24/1891,Stevens,10,Rutgers,12,
10/24/1891,Swarthmore,12,Bucknell,32,
10/24/1891,Trinity (Connecticut),54,Columbia,0,
10/24/1891,Wesleyan,6,Crescent A.C.,36,"@ Brooklyn, NY"
10/24/1891,Yale,36,Orange A.C.,0,neutral
10/27/1891,Penn State,18,Gettysburg,0,
10/28/1891,Amherst,12,Springfield,12,
10/28/1891,Bowdoin,0,Harvard,79,
10/28/1891,Columbia,0,Rutgers,44,
10/28/1891,Lafayette,6,Pennsylvania,15,
10/28/1891,Manhattan A.C.,0,Princeton,78,
10/31/1891,Haverford,4,Dickinson,22,
10/31/1891,Lehigh,0,Yale,38,
10/31/1891,M.I.T.,14,Brown,6,
10/31/1891,Massachusetts,4,Amherst,20,
10/31/1891,Princeton A.C.,12,Army,12,
10/31/1891,Rutgers,12,Navy,21,
10/31/1891,Springfield,0,Harvard,34,
10/31/1891,Stevens,0,Williams,60,
10/31/1891,Trinity (Connecticut),5,Pennsylvania,28,
10/31/1891,Wesleyan,0,Princeton,73,"@ New York, NY"
11/02/1891,Rutgers,4,Columbia A.C.,0,
11/03/1891,Rutgers,12,New York A.C.,21,
11/03/1891,Stevens,10,Montclair A.C.,6,
11/03/1891,Yale,70,Crescent A.C.,0,"@ Brooklyn, NY"
11/04/1891,Dartmouth,32,Stevens,12,
11/04/1891,Lafayette,4,Lehigh,22,
11/04/1891,Princeton,26,Orange A.C.,0,
11/04/1891,Springfield,4,Amherst,24,
11/04/1891,Wesleyan,0,Harvard,124,
11/07/1891,Bowdoin,0,Brown,18,
11/07/1891,Dickinson,0,Swarthmore,46,
11/07/1891,Franklin & Marshall,23,Haverford,4,
11/07/1891,Gallaudet,0,Navy,6,
11/07/1891,Lehigh,0,Cornell,24,
11/07/1891,M.I.T.,14,Amherst,24,
11/07/1891,New York University,4,Rutgers,70,
11/07/1891,Penn State,10,Bucknell,12,
11/07/1891,Princeton,24,Pennsylvania,0,"@ Manheim, PA"
11/07/1891,Springfield,4,Harvard,44,
11/07/1891,Stevens,12,Army,14,
11/07/1891,Wesleyan,0,Yale,76,
11/07/1891,Williams,40,Fordham,0,
11/07/1891,Worcester Tech,10,Massachusetts,36,
11/11/1891,Amherst,0,Yale,27,
11/11/1891,Georgetown,4,Navy,16,
11/11/1891,Harvard,38,Trinity (Connecticut),0,
11/11/1891,Lehigh,6,Lafayette,2,
11/14/1891,Boston A.C.,12,Harvard,51,
11/14/1891,Brown,0,Williams,58,
11/14/1891,Bucknell,70,Haverford,0,
11/14/1891,Cornell,0,Princeton,6,
11/14/1891,Dartmouth,8,M.I.T.,6,
11/14/1891,Dickinson,4,Navy,34,
11/14/1891,Franklin & Marshall,6,Swarthmore,20,
11/14/1891,Pennsylvania,0,Yale,48,"@ New York, NY"
11/14/1891,Rutgers,27,Army,6,
11/14/1891,Stevens,0,Amherst,38,
11/14/1891,Worcester Tech,6,Wesleyan,38,
11/18/1891,New York Law,0,Rutgers,14,
11/18/1891,Pennsylvania,12,Lafayette,10,
11/18/1891,Williams,16,Springfield,6,
11/20/1891,Lafayette,6,Virginia,6,
11/21/1891,Amherst,16,Massachusetts,0,
11/21/1891,Brown,32,Worcester Tech,6,
11/21/1891,Bucknell,0,Dickinson,0,
11/21/1891,Cornell,58,Michigan,12,"@ Detroit, MI"
11/21/1891,Lafayette,4,Navy,0,
11/21/1891,Lehigh,0,Pennsylvania,32,
11/21/1891,M.I.T.,0,Williams,30,
11/21/1891,Schuylkill Navy,0,Army,6,
11/21/1891,Springfield,4,Boston A.C.,42,
11/21/1891,Yale,10,Harvard,0,"@ Springfield, MA"
11/23/1891,Cornell,32,Detroit A.C.,0,
11/24/1891,Manhattan A.C.,0,Rutgers,34,
11/25/1891,Cornell,4,Chicago A.C.,12,
11/25/1891,Lafayette,2,Lehigh,16,"@ Wilkes-Barre, PA"
11/25/1891,Wesleyan,10,Pennsylvania,18,"@ New York, NY"
11/26/1891,Bucknell,6,Franklin & Marshall,12,
11/26/1891,Holy Cross,6,Massachusetts,16,
11/26/1891,M.I.T.,16,Stevens,0,
11/26/1891,Princeton,0,Yale,19,"@ New York, NY"
11/26/1891,Trinity (Connecticut),0,Boston A.C.,24,
11/26/1891,Tufts,34,Brown,12,
11/26/1891,Williston,0,Amherst,100,
11/28/1891,Army,32,Navy,16,
11/28/1891,Cornell,10,Michigan,0,"@ Chicago, IL"
12/05/1891,Penn State,58,Haverford,0,
09/24/1892,Boston Latin High,4,Tufts,14,
09/28/1892,Boston English High,0,Tufts,20,
09/28/1892,Cornell,16,Syracuse A.C.,0,
09/28/1892,Pennsylvania,22,Swarthmore,0,
09/30/1892,Lake View High,10,Northwestern,14,
10/01/1892,Amherst,4,M.I.T.,6,
10/01/1892,Beloit,4,Wisconsin,32,
10/01/1892,Boston A.C.,0,Tufts,10,
10/01/1892,Chicago YMCA,0,Northwestern,16,
10/01/1892,Dartmouth,0,Harvard,48,
10/01/1892,Penn State,0,Pennsylvania,20,
10/01/1892,Rutgers,0,Princeton,30,
10/01/1892,Swarthmore,0,Lehigh,51,
10/01/1892,Syracuse,0,Cornell,58,
10/01/1892,Temperance A.C.,0,Lafayette,30,
10/01/1892,Trinity (Connecticut),6,Massachusetts,0,
10/01/1892,Troy Laureates,0,Williams,24,
10/01/1892,Worcester Tech,4,Brown,8,
10/05/1892,Amherst,60,Williams,0,
10/05/1892,Exeter,0,Harvard,62,
10/05/1892,Haverford,0,Pennsylvania,56,
10/05/1892,Princeton,16,Lehigh,0,
10/05/1892,Wesleyan,0,Yale,6,
10/08/1892,Amherst,0,Harvard,26,
10/08/1892,Brown,24,Fall River,0,
10/08/1892,Bucknell,0,Cornell,54,
10/08/1892,Hyde Park High,0,Chicago,14,
10/08/1892,Lafayette,0,Princeton,40,
10/08/1892,Massachusetts,28,Worcester Tech,10,
10/08/1892,Michigan A.C.,0,Michigan,74,
10/08/1892,Minnesota Alumni,10,Minnesota,18,
10/08/1892,Northwestern,0,University Club of Chicag,10,
10/08/1892,Purdue,12,Illinois,6,
10/08/1892,Rutgers,10,Orange A.C.,22,
10/08/1892,Springfield,8,Dartmouth,10,
10/08/1892,Trinity (Connecticut),6,M.I.T.,12,
10/08/1892,Tufts,24,Andover,0,
10/08/1892,Wesleyan,6,Army,6,
10/08/1892,Williams,12,Rensselaer,0,
10/08/1892,Yale,22,Crescent A.C.,0,"@ Brooklyn, NY"
10/09/1892,Williams,18,Troy Laureates,0,
10/10/1892,Englewood High,8,Chicago,12,
10/11/1892,Hyde Park High,10,Chicago,16,
10/11/1892,Pennsylvania,32,Virginia,0,
10/12/1892,Brown,6,Andover,4,
10/12/1892,Englewood YMCA,4,Chicago,18,
10/12/1892,Lehigh,4,Orange A.C.,8,
10/12/1892,Massachusetts,10,Amherst,58,
10/12/1892,Michigan,68,Michigan A.C.,0,"@ Detroit, MI"
10/12/1892,Northwestern,16,Illinois,16,
10/12/1892,Pennsylvania,16,Navy,0,
10/12/1892,Princeton,42,Columbia A.C.,0,
10/12/1892,Williams,0,Yale,32,
10/15/1892,Beloit,0,Northwestern,36,
10/15/1892,Dartmouth,26,Andover,0,
10/15/1892,Dickinson,0,Cornell,58,
10/15/1892,M.I.T.,30,Brown,6,
10/15/1892,Michigan,10,Wisconsin,6,
10/15/1892,Mount Hermon,10,Massachusetts,10,
10/15/1892,Pennsylvania,23,Crescent A.C.,0,"@ Brooklyn, NY"
10/15/1892,Princeton,28,Navy,0,
10/15/1892,Purdue,72,Wabash,0,
10/15/1892,Rutgers,16,Lafayette,8,
10/15/1892,Springfield,0,Wesleyan,6,
10/15/1892,Trinity (Connecticut),0,Amherst,26,
10/15/1892,Tufts,36,Exeter,0,
10/15/1892,Williams,0,Harvard,55,
10/15/1892,Yale,22,Manhattan A.C.,0,"@ New York, NY"
10/17/1892,Hyde Park High,0,Chicago,26,
10/17/1892,Michigan,6,Minnesota,14,
10/18/1892,Union (New York),4,Williams,14,
10/19/1892,Amherst,0,Yale,29,
10/19/1892,Boston A.C.,0,Harvard,40,
10/19/1892,Dickinson,0,Pennsylvania,78,
10/19/1892,Englewood YMCA,12,Chicago,18,
10/19/1892,Lehigh,0,Princeton,50,
10/19/1892,Wesleyan,10,Tufts,16,
10/19/1892,Wisconsin,4,Purdue,32,
10/19/1892,Worcester Tech,4,Massachusetts,18,
10/21/1892,Illinois,22,Washington (Missouri),0,
10/21/1892,Lafayette,10,Columbia A.C.,0,
10/21/1892,Princeton,40,New York A.C.,0,"@ New York, NY"
10/21/1892,Williams,0,Pennsylvania,50,
10/22/1892,Amherst,4,Massachusetts,0,
10/22/1892,Chicago A.C.,0,Harvard,32,
10/22/1892,Columbia A.C.,0,Trinity (Connecticut),10,
10/22/1892,Connecticut Literary,0,Springfield,32,
10/22/1892,Cornell,76,Lehigh,0,
10/22/1892,Dartmouth,8,Boston A.C.,30,
10/22/1892,Franklin & Marshall,0,Pennsylvania,34,
10/22/1892,Grinnell,24,Minnesota,40,
10/22/1892,Illinois,20,Doane,0,"@ Omaha, NE"
10/22/1892,Lafayette,4,Navy,22,
10/22/1892,Michigan,18,DePauw,0,"@ Indianapolis, IN"
10/22/1892,Northwestern,0,Chicago,0,
10/22/1892,Princeton,42,Crescent A.C.,0,"@ Brooklyn, NY"
10/22/1892,Rutgers,18,New York A.C.,0,
10/22/1892,Stevens,0,Army,42,
10/22/1892,Tufts,24,Brown,4,
10/22/1892,Wisconsin,10,Lake Forest,6,"@ Milwaukee, WI"
10/22/1892,Yale,58,Orange A.C.,0,neutral
10/24/1892,Illinois,0,Nebraska,6,
10/24/1892,Michigan,0,Purdue,24,
10/26/1892,Dartmouth,20,Wesleyan,8,
10/26/1892,Illinois,26,Baker,10,
10/26/1892,Massachusetts,22,Williston,12,
10/26/1892,Pennsylvania,8,Lafayette,6,
10/26/1892,Rutgers,30,Manhattan A.C.,0,
10/26/1892,Tufts,18,Amherst,15,
10/26/1892,Yale,50,Springfield,0,
10/27/1892,Illinois,4,Kansas,26,
10/27/1892,Manhattan A.C.,0,Princeton,46,
10/29/1892,Amherst,54,Rensselaer,6,
10/29/1892,Boston University,0,Massachusetts,62,
10/29/1892,Butler,6,Purdue,40,
10/29/1892,Chicago A.C.,10,Pennsylvania,12,
10/29/1892,Cornell,24,Williams,12,
10/29/1892,Franklin & Marshall,0,Navy,24,
10/29/1892,Illinois,42,Kansas City A.C.,0,
10/29/1892,Lafayette,24,Rutgers,10,
10/29/1892,M.I.T.,0,Harvard,34,
10/29/1892,Michigan,8,Northwestern,10,"@ Chicago, IL"
10/29/1892,Minnesota,32,Wisconsin,4,
10/29/1892,Trinity (Connecticut),0,Army,24,"@ Newburgh, NY"
10/29/1892,Tufts,0,Yale,44,
10/29/1892,Wesleyan,0,Princeton,60,"@ New York, NY"
11/02/1892,Amherst,10,Harvard,32,
11/02/1892,Chicago,4,Northwestern,6,
11/02/1892,Chicago A.C.,0,Princeton,12,
11/02/1892,M.I.T.,12,Brown,6,
11/02/1892,Rutgers,6,Stevens,22,
11/05/1892,Albion,8,Michigan,60,
11/05/1892,Englewood High,0,Illinois,38,
11/05/1892,Harvard,20,Cornell,14,neutral
11/05/1892,Indiana,0,Purdue,68,
11/05/1892,Lake Forest,16,Chicago,18,
11/05/1892,Lehigh,0,Lafayette,4,
11/05/1892,Massachusetts,4,Amherst,22,
11/05/1892,Mount Hermon,8,Springfield,16,
11/05/1892,Princeton,4,Pennsylvania,6,"@ Manheim, PA"
11/05/1892,Rutgers,12,Navy,48,
11/05/1892,Trinity (Connecticut),0,Brown,0,
11/05/1892,Tufts,10,Dartmouth,12,
11/05/1892,Wesleyan,0,Yale,72,
11/07/1892,Rutgers,6,Columbia A.C.,6,
11/08/1892,Lehigh,0,Pennsylvania,4,
11/08/1892,Michigan,0,Cornell,44,
11/08/1892,Northwestern,12,Minnesota,18,
11/08/1892,Wesleyan,4,Crescent A.C.,10,"@ Brooklyn, NY"
11/08/1892,Yale,48,New York A.C.,0,"@ New York, NY"
11/09/1892,M.I.T.,0,Amherst,14,
11/12/1892,Amherst,21,Trinity (Connecticut),8,
11/12/1892,Boston A.C.,12,Harvard,16,
11/12/1892,Bowdoin,8,Brown,0,
11/12/1892,Chicago,10,Michigan,18,"@ Toledo, OH"
11/12/1892,Lafayette,30,Orange A.C.,0,
11/12/1892,M.I.T.,12,Cornell,44,
