Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT,Location,Home Elo,Away Elo,Home Win,Away Win,Point Differential,Elo Win,Rank Win
2.0,19.0,2004,"Thurs. Sept. 2, 2004",17,Utah,41,26,Texas A&M,21,0.0,,1500.0,1500.0,1.0,0.0,20,0.0,1.0
2.0,19.0,2004,"Thurs. Sept. 2, 2004",26,Western Michigan,42,26,Tennessee-Martin,0,0.0,,1500.0,1500.0,1.0,0.0,42,0.0,0.5
2.0,19.0,2004,"Thurs. Sept. 2, 2004",26,Ball State,11,26,Boston College,19,0.0,,1500.0,1500.0,0.0,1.0,8,0.0,0.5
2.0,19.0,2004,"Thurs. Sept. 2, 2004",26,Texas Christian,48,26,Northwestern,45,1.0,,1500.0,1500.0,1.0,0.0,3,0.0,0.5
2.0,19.0,2004,"Thurs. Sept. 2, 2004",26,Arizona State,41,26,Texas-El Paso,9,0.0,,1500.0,1500.0,1.0,0.0,32,0.0,0.5
2.0,19.0,2004,"Fri. Sept. 3, 2004",26,New Mexico,17,26,Washington State,21,0.0,,1500.0,1500.0,0.0,1.0,4,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Hawaii,28,26,Florida Atlantic,35,1.0,,1500.0,1500.0,0.0,1.0,7,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",21,Wisconsin,34,26,Central Florida,6,0.0,,1500.0,1500.0,1.0,0.0,28,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",9,Ohio State,27,26,Cincinnati,6,0.0,,1500.0,1500.0,1.0,0.0,21,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",8,Michigan,43,26,Miami ,10,0.0,,1500.0,1500.0,1.0,0.0,33,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",16,Iowa,39,26,Kent State,7,0.0,,1500.0,1500.0,1.0,0.0,32,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Connecticut,52,26,Murray State,14,0.0,,1500.0,1500.0,1.0,0.0,38,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Air Force,14,12,California,56,0.0,,1500.0,1500.0,0.0,1.0,42,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Temple,14,15,Virginia,44,0.0,,1500.0,1500.0,0.0,1.0,30,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",2,Oklahoma,40,26,Bowling Green,24,0.0,,1500.0,1500.0,1.0,0.0,16,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Vanderbilt,6,26,South Carolina,31,0.0,,1500.0,1500.0,0.0,1.0,25,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Georgia Tech,28,26,Samford,7,0.0,,1500.0,1500.0,1.0,0.0,21,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,North Carolina,49,26,William & Mary,38,0.0,,1500.0,1500.0,1.0,0.0,11,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Iowa State,23,26,Northern Iowa,0,0.0,,1500.0,1500.0,1.0,0.0,23,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",18,Auburn,31,26,Louisiana-Monroe,0,0.0,,1500.0,1500.0,1.0,0.0,31,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",3,Georgia,48,26,Georgia Southern,28,0.0,,1500.0,1500.0,1.0,0.0,20,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Wyoming,53,26,Appalachian State,7,0.0,,1500.0,1500.0,1.0,0.0,46,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,UCLA,20,26,Oklahoma State,31,0.0,,1500.0,1500.0,0.0,1.0,11,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Rutgers,19,26,Michigan State,14,0.0,,1500.0,1500.0,1.0,0.0,5,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Penn State,48,26,Akron,10,0.0,,1500.0,1500.0,1.0,0.0,38,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",20,Clemson,37,26,Wake Forest,30,1.0,,1500.0,1500.0,1.0,0.0,7,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Marshall,15,26,Troy,17,0.0,,1500.0,1500.0,0.0,1.0,2,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,North Carolina State,42,26,Richmond,0,0.0,,1500.0,1500.0,1.0,0.0,42,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Mississippi State,28,26,Tulane,7,0.0,,1500.0,1500.0,1.0,0.0,21,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",23,Maryland,23,26,Northern Illinois,20,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",6,LSU,22,26,Oregon State,21,1.0,,1500.0,1500.0,1.0,0.0,1,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Illinois,52,26,Florida A&M,13,0.0,,1500.0,1500.0,1.0,0.0,39,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Navy,27,26,Duke,12,0.0,,1500.0,1500.0,1.0,0.0,15,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",10,West Virginia,56,26,East Carolina,23,0.0,,1500.0,1500.0,1.0,0.0,33,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",7,Texas,65,26,North Texas,0,0.0,,1500.0,1500.0,1.0,0.0,65,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",13,Kansas State,27,26,Western Kentucky,13,0.0,,1500.0,1500.0,1.0,0.0,14,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Ohio,42,26,VMI,14,0.0,,1500.0,1500.0,1.0,0.0,28,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Nebraska,56,26,Western Illinois,17,0.0,,1500.0,1500.0,1.0,0.0,39,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",19,Missouri,52,26,Arkansas State,20,0.0,,1500.0,1500.0,1.0,0.0,32,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Indiana,41,26,Central Michigan,10,0.0,,1500.0,1500.0,1.0,0.0,31,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Arkansas,63,26,New Mexico State,13,0.0,,1500.0,1500.0,1.0,0.0,50,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Alabama,48,26,Utah State,17,0.0,,1500.0,1500.0,1.0,0.0,31,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Kansas,21,26,Tulsa,3,0.0,,1500.0,1500.0,1.0,0.0,18,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Mississippi,13,26,Memphis,20,0.0,,1500.0,1500.0,0.0,1.0,7,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,UAB,56,26,Baylor,14,0.0,,1500.0,1500.0,1.0,0.0,42,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,La.-Lafayette,14,26,Northwestern State,7,0.0,,1500.0,1500.0,1.0,0.0,7,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Southern Methodist,13,26,Texas Tech,27,0.0,,1500.0,1500.0,0.0,1.0,14,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Colorado,27,26,Colorado State,24,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Boise State,65,26,Idaho,7,0.0,,1500.0,1500.0,1.0,0.0,58,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,San Diego State,38,26,Idaho State,21,0.0,,1500.0,1500.0,1.0,0.0,17,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",22,Minnesota,63,26,Toledo,21,0.0,,1500.0,1500.0,1.0,0.0,42,0.0,1.0
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Brigham Young,20,26,Notre Dame,17,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Stanford,43,26,San Jose State,3,0.0,,1500.0,1500.0,1.0,0.0,40,0.0,0.5
2.0,19.0,2004,"Sat. Sept. 4, 2004",26,Arizona,21,26,Northern Arizona,3,0.0,,1500.0,1500.0,1.0,0.0,18,0.0,0.5
2.0,19.0,2004,"Sun. Sept. 5, 2004",25,Purdue,51,26,Syracuse,0,0.0,,1500.0,1500.0,1.0,0.0,51,0.0,1.0
2.0,19.0,2004,"Sun. Sept. 5, 2004",26,Louisville,28,26,Kentucky,0,0.0,,1500.0,1500.0,1.0,0.0,28,0.0,0.5
2.0,19.0,2004,"Sun. Sept. 5, 2004",26,Rice,10,26,Houston,7,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,0.5
2.0,19.0,2004,"Sun. Sept. 5, 2004",26,Washington,16,26,Fresno State,35,0.0,,1500.0,1500.0,0.0,1.0,19,0.0,0.5
2.0,19.0,2004,"Sun. Sept. 5, 2004",14,Tennessee,42,26,UNLV,17,0.0,,1500.0,1500.0,1.0,0.0,25,0.0,1.0
2.0,19.0,2004,"Mon. Sept. 6, 2004",26,Louisiana Tech,38,26,Nevada,21,0.0,,1500.0,1500.0,1.0,0.0,17,0.0,0.5
3.0,20.0,2004,"Thurs. Sept. 9, 2004",26,Troy,24,26,Missouri,14,0.0,,1500.0,1500.0,1.0,0.0,10,0.0,0.5
3.0,20.0,2004,"Fri. Sept. 10, 2004",26,Miami ,16,8,Florida State,10,1.0,,1500.0,1500.0,1.0,0.0,6,0.0,0.0
3.0,20.0,2004,"Fri. Sept. 10, 2004",26,Boise State,53,26,Oregon State,34,0.0,,1500.0,1500.0,1.0,0.0,19,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",20,Wisconsin,18,26,UNLV,3,0.0,,1500.0,1500.0,1.0,0.0,15,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Kansas State,21,26,Fresno State,45,0.0,,1500.0,1500.0,0.0,1.0,24,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",16,Iowa,17,26,Iowa State,10,0.0,,1500.0,1500.0,1.0,0.0,7,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Connecticut,22,26,Duke,20,0.0,,1500.0,1500.0,1.0,0.0,2,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Illinois,17,26,UCLA,35,0.0,,1500.0,1500.0,0.0,1.0,18,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Northwestern,21,26,Arizona State,30,0.0,,1500.0,1500.0,0.0,1.0,9,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Nebraska,17,26,Southern Mississippi,21,0.0,,1500.0,1500.0,0.0,1.0,4,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Michigan State,24,26,Central Michigan,7,0.0,,1500.0,1500.0,1.0,0.0,17,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Mississippi State,14,14,Auburn,43,0.0,,1500.0,1500.0,0.0,1.0,29,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",11,Florida,49,26,Eastern Michigan,10,0.0,,1500.0,1500.0,1.0,0.0,39,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",18,Purdue,59,26,Ball State,7,0.0,,1500.0,1500.0,1.0,0.0,52,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Virginia Tech,63,26,Western Michigan,0,0.0,,1500.0,1500.0,1.0,0.0,63,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Army,21,24,Louisville,52,0.0,,1500.0,1500.0,0.0,1.0,31,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Navy,28,26,Northeastern,24,0.0,,1500.0,1500.0,1.0,0.0,4,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Air Force,42,26,Eastern Washington,20,0.0,,1500.0,1500.0,1.0,0.0,22,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Notre Dame,28,17,Michigan,20,0.0,,1500.0,1500.0,1.0,0.0,8,0.0,0.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",12,Virginia,56,26,North Carolina,24,0.0,,1500.0,1500.0,1.0,0.0,32,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",9,Ohio State,24,26,Marshall,21,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",22,Minnesota,37,26,Illinois State,21,0.0,,1500.0,1500.0,1.0,0.0,16,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Washington State,12,26,Colorado,20,0.0,,1500.0,1500.0,0.0,1.0,8,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Texas A&M,31,26,Wyoming,0,0.0,,1500.0,1500.0,1.0,0.0,31,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Northern Illinois,23,26,Southern Illinois,22,0.0,,1500.0,1500.0,1.0,0.0,1,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,South Carolina,16,3,Georgia,20,0.0,,1500.0,1500.0,0.0,1.0,4,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Central Florida,20,7,West Virginia,45,0.0,,1500.0,1500.0,0.0,1.0,25,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",21,Maryland,45,26,Temple,22,0.0,,1500.0,1500.0,1.0,0.0,23,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Akron,24,26,Middle Tennessee,31,0.0,,1500.0,1500.0,0.0,1.0,7,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Buffalo,17,26,Syracuse,37,0.0,,1500.0,1500.0,0.0,1.0,20,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Bowling Green,49,26,Southeast Missouri State,10,0.0,,1500.0,1500.0,1.0,0.0,39,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",10,California,41,26,New Mexico State,14,0.0,,1500.0,1500.0,1.0,0.0,27,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Oregon,24,26,Indiana,30,0.0,,1500.0,1500.0,0.0,1.0,6,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",2,Oklahoma,63,26,Houston,13,0.0,,1500.0,1500.0,1.0,0.0,50,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Baylor,24,26,Texas State-San Marcos,17,0.0,,1500.0,1500.0,1.0,0.0,7,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,North Texas,13,26,Florida Atlantic,20,0.0,,1500.0,1500.0,0.0,1.0,7,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Texas Christian,44,26,Southern Methodist,0,0.0,,1500.0,1500.0,1.0,0.0,44,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Kent State,38,26,Liberty,10,0.0,,1500.0,1500.0,1.0,0.0,28,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Kansas,63,26,Toledo,14,0.0,,1500.0,1500.0,1.0,0.0,49,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Pittsburgh,24,26,Ohio,3,0.0,,1500.0,1500.0,1.0,0.0,21,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Louisiana Tech,24,26,La.-Lafayette,20,0.0,,1500.0,1500.0,1.0,0.0,4,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,South Florida,21,26,Tennessee Tech,7,0.0,,1500.0,1500.0,1.0,0.0,14,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,East Carolina,17,26,Wake Forest,31,0.0,,1500.0,1500.0,0.0,1.0,14,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Cincinnati,45,26,Miami ,26,0.0,,1500.0,1500.0,1.0,0.0,19,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Tulane,39,26,Florida A&M,19,0.0,,1500.0,1500.0,1.0,0.0,20,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Rutgers,24,26,New Hampshire,35,0.0,,1500.0,1500.0,0.0,1.0,11,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Oklahoma State,38,26,Tulsa,21,0.0,,1500.0,1500.0,1.0,0.0,17,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",1,Southern California,49,26,Colorado State,0,0.0,,1500.0,1500.0,1.0,0.0,49,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Clemson,24,26,Georgia Tech,28,0.0,,1500.0,1500.0,0.0,1.0,4,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",5,LSU,53,26,Arkansas State,3,0.0,,1500.0,1500.0,1.0,0.0,50,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Utah State,14,26,Idaho,7,0.0,,1500.0,1500.0,1.0,0.0,7,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",25,Memphis,52,26,Chattanooga,21,0.0,,1500.0,1500.0,1.0,0.0,31,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Boston College,21,26,Penn State,7,0.0,,1500.0,1500.0,1.0,0.0,14,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,New Mexico,27,26,Texas Tech,24,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Arkansas,20,6,Texas,22,0.0,,1500.0,1500.0,0.0,1.0,2,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Texas-El Paso,32,26,Weber State,0,0.0,,1500.0,1500.0,1.0,0.0,32,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Nevada,59,26,Sacramento State,7,0.0,,1500.0,1500.0,1.0,0.0,52,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Alabama,28,26,Mississippi,7,0.0,,1500.0,1500.0,1.0,0.0,21,0.0,0.5
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Arizona,6,15,Utah,23,0.0,,1500.0,1500.0,0.0,1.0,17,0.0,1.0
3.0,20.0,2004,"Sat. Sept. 11, 2004",26,Stanford,37,26,Brigham Young,10,0.0,,1500.0,1500.0,1.0,0.0,27,0.0,0.5
4.0,21.0,2004,"Fri. Sept. 17, 2004",26,Boston College,27,26,Connecticut,7,0.0,,1500.0,1500.0,1.0,0.0,20,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",6,West Virginia,19,23,Maryland,16,1.0,,1500.0,1500.0,1.0,0.0,3,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Syracuse,19,26,Cincinnati,7,0.0,,1500.0,1500.0,1.0,0.0,12,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Pittsburgh,17,26,Nebraska,24,0.0,,1500.0,1500.0,0.0,1.0,7,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Penn State,37,26,Central Florida,13,0.0,,1500.0,1500.0,1.0,0.0,24,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",18,Michigan,24,26,San Diego State,21,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Virginia Tech,41,26,Duke,17,0.0,,1500.0,1500.0,1.0,0.0,24,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Iowa State,48,26,Northern Illinois,41,0.0,,1500.0,1500.0,1.0,0.0,7,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Texas Tech,70,26,Texas Christian,35,0.0,,1500.0,1500.0,1.0,0.0,35,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Mississippi,26,26,Vanderbilt,23,1.0,,1500.0,1500.0,1.0,0.0,3,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Miami ,48,26,Louisiana Tech,0,0.0,,1500.0,1500.0,1.0,0.0,48,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",3,Georgia,13,26,Marshall,3,0.0,,1500.0,1500.0,1.0,0.0,10,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Central Michigan,44,26,Southeast Missouri State,27,0.0,,1500.0,1500.0,1.0,0.0,17,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Temple,38,26,Florida A&M,7,0.0,,1500.0,1500.0,1.0,0.0,31,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Northwestern,20,26,Kansas,17,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Missouri,48,26,Ball State,0,0.0,,1500.0,1500.0,1.0,0.0,48,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Kansas State,40,26,La.-Lafayette,20,0.0,,1500.0,1500.0,1.0,0.0,20,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Illinois,30,26,Western Michigan,27,0.0,,1500.0,1500.0,1.0,0.0,3,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Miami ,40,26,Ohio,20,0.0,,1500.0,1500.0,1.0,0.0,20,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",12,Virginia,51,26,Akron,0,0.0,,1500.0,1500.0,1.0,0.0,51,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Middle Tennessee,20,26,Florida Atlantic,27,0.0,,1500.0,1500.0,0.0,1.0,7,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",2,Oklahoma,31,26,Oregon,7,0.0,,1500.0,1500.0,1.0,0.0,24,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,North Carolina State,14,7,Ohio State,22,0.0,,1500.0,1500.0,0.0,1.0,8,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",9,Auburn,10,13,LSU,9,0.0,,1500.0,1500.0,1.0,0.0,1,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Oregon State,17,26,New Mexico,7,0.0,,1500.0,1500.0,1.0,0.0,10,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Arizona,7,20,Wisconsin,9,0.0,,1500.0,1500.0,0.0,1.0,2,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,San Jose State,47,26,Morgan State,28,0.0,,1500.0,1500.0,1.0,0.0,19,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,North Carolina,34,26,Georgia Tech,13,0.0,,1500.0,1500.0,1.0,0.0,21,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Eastern Michigan,32,26,Toledo,42,0.0,,1500.0,1500.0,0.0,1.0,10,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Wake Forest,42,26,North Carolina A&T,3,0.0,,1500.0,1500.0,1.0,0.0,39,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",8,Florida State,34,26,UAB,7,0.0,,1500.0,1500.0,1.0,0.0,27,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Colorado,52,26,North Texas,21,0.0,,1500.0,1500.0,1.0,0.0,31,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Utah State,6,14,Utah,48,0.0,,1500.0,1500.0,0.0,1.0,42,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Tulsa,0,26,Navy,29,0.0,,1500.0,1500.0,0.0,1.0,29,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Texas A&M,27,26,Clemson,6,0.0,,1500.0,1500.0,1.0,0.0,21,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,South Carolina,34,26,South Florida,3,0.0,,1500.0,1500.0,1.0,0.0,31,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Rutgers,29,26,Kent State,21,0.0,,1500.0,1500.0,1.0,0.0,8,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",25,Oklahoma State,59,26,Southern Methodist,7,0.0,,1500.0,1500.0,1.0,0.0,52,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Mississippi State,7,26,Maine,9,0.0,,1500.0,1500.0,0.0,1.0,2,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Michigan State,24,26,Notre Dame,31,0.0,,1500.0,1500.0,0.0,1.0,7,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Kentucky,51,26,Indiana,32,0.0,,1500.0,1500.0,1.0,0.0,19,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Arkansas State,35,26,Memphis,47,0.0,,1500.0,1500.0,0.0,1.0,12,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Louisiana-Monroe,20,26,Arkansas,49,0.0,,1500.0,1500.0,0.0,1.0,29,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Alabama,52,26,Western Carolina,0,0.0,,1500.0,1500.0,1.0,0.0,52,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Washington,31,26,UCLA,37,0.0,,1500.0,1500.0,0.0,1.0,6,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,New Mexico State,22,26,Troy,18,0.0,,1500.0,1500.0,1.0,0.0,4,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",11,Tennessee,30,16,Florida,28,0.0,,1500.0,1500.0,1.0,0.0,2,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Rice,41,26,Hawaii,29,0.0,,1500.0,1500.0,1.0,0.0,12,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Houston,35,26,Army,21,0.0,,1500.0,1500.0,1.0,0.0,14,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Nevada,38,26,Buffalo,13,0.0,,1500.0,1500.0,1.0,0.0,25,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,Texas-El Paso,31,21,Boise State,47,0.0,,1500.0,1500.0,0.0,1.0,16,0.0,1.0
4.0,21.0,2004,"Sat. Sept. 18, 2004",26,UNLV,10,26,Air Force,27,0.0,,1500.0,1500.0,0.0,1.0,17,0.0,0.5
4.0,21.0,2004,"Sat. Sept. 18, 2004",17,Fresno State,27,26,Portland State,17,0.0,,1500.0,1500.0,1.0,0.0,10,0.0,1.0
